corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents,causal_text_w_pairs,num_rs
because,CHRG-110hhrg44900-1.ann,219,0,because_CHRG-110hhrg44900-1.ann_219_0,"In particular, in light of the Bear Stearns episode, the Congress may wish to consider whether new tools are needed for ensuring an orderly liquidation of a systemically important securities firm that is on the verge of bankruptcy together with a more formal process for deciding when to use those tools.","In particular, in light of <ARG0>the Bear Stearns episode</ARG0>, <ARG1>the Congress may wish to consider whether new tools are needed for ensuring an orderly liquidation of a systemically important securities firm that is on the verge of bankruptcy together with a more formal process for deciding when to use those tools</ARG1>.",1,1,,1,"['In particular, in light of <ARG0>the Bear Stearns episode</ARG0>, <ARG1>the Congress may wish to consider whether new tools are needed for ensuring an orderly liquidation of a systemically important securities firm that is on the verge of bankruptcy together with a more formal process for deciding when to use those tools</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,225,0,because_CHRG-110hhrg44900-1.ann_225_0,"To be sure, securities firms differ significantly from commercial banks in their financing, business models, and in other ways, so the fiducial rules are not directly applicable to these firms.","To be sure, <ARG0>securities firms differ significantly from commercial banks in their financing, business models, and in other ways</ARG0>, so <ARG1>the fiducial rules are not directly applicable to these firms</ARG1>.",1,1,,1,"['To be sure, <ARG0>securities firms differ significantly from commercial banks in their financing, business models, and in other ways</ARG0>, so <ARG1>the fiducial rules are not directly applicable to these firms</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,57,0,because_CHRG-110hhrg44900-1.ann_57_0,"Perhaps the most critical question is, have we arrived at the place where virtually every primary dealer is considered too big or too interconnected to fail?","Perhaps the most critical question is, have we arrived at the place where virtually every primary dealer is considered <ARG0>too big</ARG0> or too interconnected to <ARG1>fail</ARG1>?",1,1,,1,"['Perhaps the most critical question is, have we arrived at the place where virtually every primary dealer is considered <ARG0>too big</ARG0> or too interconnected to <ARG1>fail</ARG1>?', 'Perhaps the most critical question is, have we arrived at the place where virtually every primary dealer is considered too big or <ARG0>too interconnected</ARG0> to <ARG1>fail</ARG1>?']",2
because,CHRG-110hhrg44900-1.ann,58,0,because_CHRG-110hhrg44900-1.ann_58_0,"The logical extension of this too big to fail perception is that markets no longer work and that the government must not only exercise greater control of our capital markets, but also be the ultimate guarantor of financial solvency; that would be a conclusion I could not endorse.","The logical extension of this <ARG0>too big</ARG0> to <ARG1>fail</ARG1> perception is that markets no longer work and that the government must not only exercise greater control of our capital markets, but also be the ultimate guarantor of financial solvency; that would be a conclusion I could not endorse.",1,1,,1,"['The logical extension of this <ARG0>too big</ARG0> to <ARG1>fail</ARG1> perception is that markets no longer work and that the government must not only exercise greater control of our capital markets, but also be the ultimate guarantor of financial solvency; that would be a conclusion I could not endorse.']",1
because,CHRG-110hhrg44900-1.ann,173,0,because_CHRG-110hhrg44900-1.ann_173_0,They are that an institution may be too interconnected to fail or too big to fail.,They are that an institution may be <ARG0>too interconnected</ARG0> to <ARG1>fail</ARG1> or too big to fail.,1,1,,1,"['They are that an institution may be <ARG0>too interconnected</ARG0> to <ARG1>fail</ARG1> or too big to fail.', 'They are that an institution may be too interconnected to fail or <ARG0>too big</ARG0> to <ARG1>fail</ARG1>.']",2
because,CHRG-110hhrg44900-1.ann,218,0,because_CHRG-110hhrg44900-1.ann_218_0,"It is not too soon, however, to think about steps that might be taken to reduce the incidence and severity of future financial crises.","It is not <ARG0>too soon</ARG0>, however, to <ARG1>think about steps that might be taken to reduce the incidence and severity of future financial crises</ARG1>.",1,1,,1,"['It is not <ARG0>too soon</ARG0>, however, to <ARG1>think about steps that might be taken to reduce the incidence and severity of future financial crises</ARG1>.', 'It is not too soon, however, to think about steps <ARG1>that might be taken</ARG1> to <ARG0>reduce the incidence and severity of future financial crises</ARG0>.']",2
because,CHRG-110hhrg44900-1.ann,297,0,because_CHRG-110hhrg44900-1.ann_297_0,"The Chairman:  I'm going to break my own rule just to make one statement, because I gather what you're saying is, it is better in this very complex and very important set of issues that we do it right and that we do it very quickly.","The Chairman:  I'm going to <ARG1>break my own rule</ARG1> just to <ARG0>make one statement</ARG0>, because I gather what you're saying is, it is better in this very complex and very important set of issues that we do it right and that we do it very quickly.",1,1,,1,"[""The Chairman:  I'm going to <ARG1>break my own rule</ARG1> just to <ARG0>make one statement</ARG0>, because I gather what you're saying is, it is better in this very complex and very important set of issues that we do it right and that we do it very quickly.""]",1
because,CHRG-110hhrg44900-1.ann,224,0,because_CHRG-110hhrg44900-1.ann_224_0,"The fiducial law also requires that failing banks be resolved in a way that imposes the least cost to the government, except when the authorities through a well-defined procedure determine that following the least cost route would entail significant systemic risk.","<ARG0>The fiducial law</ARG0> also requires <ARG1>that failing banks be resolved in a way that imposes the least cost to the government, except when the authorities through a well-defined procedure determine that following the least cost route would entail significant systemic risk</ARG1>.",1,1,,1,"['<ARG0>The fiducial law</ARG0> also requires <ARG1>that failing banks be resolved in a way that imposes the least cost to the government, except when the authorities through a well-defined procedure determine that following the least cost route would entail significant systemic risk</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,237,0,because_CHRG-110hhrg44900-1.ann_237_0,That doesn't mean that it means more regulation everywhere.,That doesn't mean that <ARG0>it</ARG0> means <ARG1>more regulation everywhere</ARG1>.,1,1,,1,"[""That doesn't mean that <ARG0>it</ARG0> means <ARG1>more regulation everywhere</ARG1>.""]",1
because,CHRG-110hhrg44900-1.ann,257,0,because_CHRG-110hhrg44900-1.ann_257_0,"I think this is an important task, and there's a great deal of agreement, that we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions in recognition in part of the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond.","I think this is an important task, and there's a great deal of agreement, that <ARG0>we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions</ARG0> in recognition in part of <ARG1>the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond</ARG1>.",1,1,,1,"[""I think this is an important task, and there's a great deal of agreement, that <ARG0>we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions</ARG0> in recognition in part of <ARG1>the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond</ARG1>.""]",1
because,CHRG-110hhrg44900-1.ann,6,0,because_CHRG-110hhrg44900-1.ann_6_0,Let me remind the members that Chairman Bernanke will be before this committee next week for the Humphrey-Hawkins hearing on the economy.,Let me remind the members that <ARG1>Chairman Bernanke will be before this committee next week</ARG1> for <ARG0>the Humphrey-Hawkins hearing on the economy</ARG0>.,1,1,,1,['Let me remind the members that <ARG1>Chairman Bernanke will be before this committee next week</ARG1> for <ARG0>the Humphrey-Hawkins hearing on the economy</ARG0>.'],1
because,CHRG-110hhrg44900-1.ann,9,0,because_CHRG-110hhrg44900-1.ann_9_0,"We will have the Chairman before us for 3 more hours next week to talk about the economy and Humphrey-Hawkins; and, again, I would urge members to do that.","<ARG1>We will have the Chairman before us for 3 more hours next week</ARG1> to <ARG0>talk about the economy and Humphrey-Hawkins</ARG0>; and, again, I would urge members to do that.",1,1,,1,"['<ARG1>We will have the Chairman before us for 3 more hours next week</ARG1> to <ARG0>talk about the economy and Humphrey-Hawkins</ARG0>; and, again, I would urge members to do that.']",1
because,CHRG-110hhrg44900-1.ann,16,0,because_CHRG-110hhrg44900-1.ann_16_0,"And, obviously, we are not going to completely finish in 5 minutes, but no question can be asked after the 5 minutes have expired.","And, obviously, we are not going to completely finish in 5 minutes, but <ARG1>no question can be asked</ARG1> after <ARG0>the 5 minutes have expired</ARG0>.",1,1,,1,"['And, obviously, we are not going to completely finish in 5 minutes, but <ARG1>no question can be asked</ARG1> after <ARG0>the 5 minutes have expired</ARG0>.']",1
because,CHRG-110hhrg44900-1.ann,18,0,because_CHRG-110hhrg44900-1.ann_18_0,But I am going to have to restrain myself and others from asking any questions after the 5 minutes.,But I am going to have to restrain myself and others from <ARG1>asking any questions</ARG1> after <ARG0>the 5 minutes</ARG0>.,1,1,,1,['But I am going to have to restrain myself and others from <ARG1>asking any questions</ARG1> after <ARG0>the 5 minutes</ARG0>.'],1
because,CHRG-110hhrg44900-1.ann,19,0,because_CHRG-110hhrg44900-1.ann_19_0,"Under the rules that apply when we have cabinet and cabinet-level officials, there are two opening statements on each side, the chairs and ranking members of the appropriate subcommittees.","Under the rules <ARG1>that apply</ARG1> when <ARG0>we have cabinet and cabinet-level officials</ARG0>, there are two opening statements on each side, the chairs and ranking members of the appropriate subcommittees.",1,1,,1,"['Under the rules <ARG1>that apply</ARG1> when <ARG0>we have cabinet and cabinet-level officials</ARG0>, there are two opening statements on each side, the chairs and ranking members of the appropriate subcommittees.']",1
because,CHRG-110hhrg44900-1.ann,22,0,because_CHRG-110hhrg44900-1.ann_22_0,"When I was about to become chairman of this committee in 2006, I was told by a wide range of people that our agenda should be that of further deregulating.","When <ARG0>I was about to become chairman of this committee in 2006</ARG0>, <ARG1>I was told by a wide range of people that our agenda should be that of further deregulating</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,31,0,because_CHRG-110hhrg44900-1.ann_31_0,"It is clear that this needs to be done in the context of international cooperation, and I am encouraged to believe, and the first trip this committee took when I became chairman was to Belgium and London to meet with people from the European Union and Great Britain in terms of their financial regulation.","It is clear that this needs to be done in the context of international cooperation, and I am encouraged to believe, and the first trip <ARG1>this committee took</ARG1> when <ARG0>I became chairman</ARG0> was to Belgium and London to meet with people from the European Union and Great Britain in terms of their financial regulation.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,35,0,because_CHRG-110hhrg44900-1.ann_35_0,"Innovation is very important, and an innovation that has brought a great deal of benefit during the last few decades is securitization.","Innovation is very important, and an innovation <ARG1>that has brought a great deal of benefit</ARG1> during <ARG0>the last few decades</ARG0> is securitization.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,25,1,because_CHRG-110hhrg44900-1.ann_25_1,"Where there was a strong argument as recently as November of 2006 that we had been over-regulating the financial system, I believe the evidence is now clear that we are in one of the most serious economic troubles that we have seen recently, in part because of an inadequacy of regulation.","Where <ARG0>there was a strong argument as recently as November of 2006 that we had been over-regulating the financial system</ARG0>, <ARG1>I believe the evidence is now clear that we are in one of the most serious economic troubles that we have seen recently, in part because of an inadequacy of regulation</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,39,0,because_CHRG-110hhrg44900-1.ann_39_0,We have had too many loans made without sufficient attention to whether or not the loans could be repaid.,We have had too many loans <ARG1>made</ARG1> without <ARG0>sufficient attention to whether or not the loans could be repaid</ARG0>.,0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,48,1,because_CHRG-110hhrg44900-1.ann_48_1,"Mr. Bachus:  I thank the chairman for holding this hearing on systemic risk and the appropriate regulatory responses to managing that risk and I know there will be short-term responses, and at some time in the future maybe a new regulatory structure which will take time.","Mr. Bachus:  I thank the chairman for holding this hearing on systemic risk and the appropriate regulatory responses to managing that risk and I know <ARG1>there will be</ARG1> short-term responses, and at <ARG0>some time in the future</ARG0> <ARG1>maybe a new regulatory structure which will take time</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,64,1,because_CHRG-110hhrg44900-1.ann_64_1,"Thanks to the fast action of the Federal Reserve in cooperation with the SEC and the Treasury, we dodged a bullet when Bear Stearns collapsed.","Thanks to the fast action of the Federal Reserve in cooperation with the SEC and the Treasury, <ARG1>we dodged a bullet</ARG1> when <ARG0>Bear Stearns collapsed</ARG0>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,69,2,because_CHRG-110hhrg44900-1.ann_69_2,"To protect against systemic risk, we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation.","To protect against systemic risk, we must ensure that when <ARG0>a firm fails</ARG0>, <ARG1>it does not bring down the entire financial system with it, i.e., an orderly liquidation</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,71,0,because_CHRG-110hhrg44900-1.ann_71_0,"In conclusion, of necessity we have to plan for how to handle the failure of a major institution.","In conclusion, of <ARG0>necessity</ARG0> <ARG1>we have to plan for how to handle the failure of a major institution</ARG1>.",1,1,,1,"['In conclusion, of <ARG0>necessity</ARG0> <ARG1>we have to plan for how to handle the failure of a major institution</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,77,0,because_CHRG-110hhrg44900-1.ann_77_0,"Mr. Kanjorski:  Mr. Chairman, this hearing comes at a critical juncture.","Mr. Kanjorski:  Mr. Chairman, <ARG1>this hearing comes</ARG1> at <ARG0>a critical juncture</ARG0>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,78,2,because_CHRG-110hhrg44900-1.ann_78_2,"As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, we must simultaneously look to the future to determine how to prevent or at least mitigate future crises.","As <ARG0>the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans</ARG0>, while we remain focused on many current economic difficulties average Americans face, <ARG1>we must simultaneously look to the future to determine how to prevent or at least mitigate future crises</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,78,3,because_CHRG-110hhrg44900-1.ann_78_3,"As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, we must simultaneously look to the future to determine how to prevent or at least mitigate future crises.","As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while <ARG0>we remain focused on many current economic difficulties average Americans face</ARG0>, <ARG1>we must simultaneously look to the future to determine how to prevent or at least mitigate future crises</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,80,1,because_CHRG-110hhrg44900-1.ann_80_1,"But we must develop innovative, regulatory and oversight responses to keep pace as these market transactions evolve.","But we must develop innovative, regulatory and oversight responses to <ARG1>keep pace</ARG1> as <ARG0>these market transactions evolve</ARG0>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,86,0,because_CHRG-110hhrg44900-1.ann_86_0,"No one else can borrow money without conditions, and the American people do not expect that the investment bank be allowed to do so.","<ARG1>No one else can borrow money</ARG1> without <ARG0>conditions</ARG0>, and the American people do not expect that the investment bank be allowed to do so.",1,1,,1,"['<ARG1>No one else can borrow money</ARG1> without <ARG0>conditions</ARG0>, and the American people do not expect that the investment bank be allowed to do so.']",1
because,CHRG-110hhrg44900-1.ann,87,0,because_CHRG-110hhrg44900-1.ann_87_0,"Chairman Bernanke spoke 2 days ago and raised many of these issues and offered ideas for consideration, noting that the financial turmoil since August underscores the need to find ways to make the financial system more resilient and more stable.","Chairman Bernanke spoke 2 days ago and raised many of these issues and offered ideas for consideration, noting that <ARG1>the financial turmoil</ARG1> since <ARG0>August</ARG0> underscores the need to find ways to make the financial system more resilient and more stable.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,102,0,because_CHRG-110hhrg44900-1.ann_102_0,"Mrs. Biggert:  Thank you, Mr. Chairman, and thank you for holding today's hearing on systemic risk.","Mrs. Biggert:  Thank you, Mr. Chairman, and <ARG1>thank you</ARG1> for <ARG0>holding today's hearing on systemic risk</ARG0>.",1,1,,1,"[""Mrs. Biggert:  Thank you, Mr. Chairman, and <ARG1>thank you</ARG1> for <ARG0>holding today's hearing on systemic risk</ARG0>.""]",1
because,CHRG-110hhrg44900-1.ann,114,0,because_CHRG-110hhrg44900-1.ann_114_0,"I think without delay, we need to strike the right balance and create a simpler, stronger, regulatory system that preserves the resilience of our economy, protects taxpayers, and maintains the position of our financial system as the envy of the world.","I think without delay, <ARG0>we</ARG0> need to strike the right balance and create <ARG1>a simpler, stronger, regulatory system that preserves the resilience of our economy, protects taxpayers, and maintains the position of our financial system as the envy of the world</ARG1>.",1,1,,1,"['I think without delay, <ARG0>we</ARG0> need to strike the right balance and create <ARG1>a simpler, stronger, regulatory system that preserves the resilience of our economy, protects taxpayers, and maintains the position of our financial system as the envy of the world</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,123,0,because_CHRG-110hhrg44900-1.ann_123_0,"As you know, our financial markets have been experiencing turmoil since last August.","As you know, <ARG1>our financial markets have been experiencing turmoil</ARG1> since <ARG0>last August</ARG0>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,124,0,because_CHRG-110hhrg44900-1.ann_124_0,It will take additional time to work through these challenges.,It will take <ARG0>additional time</ARG0> to <ARG1>work through these challenges</ARG1>.,1,1,,1,['It will take <ARG0>additional time</ARG0> to <ARG1>work through these challenges</ARG1>.'],1
because,CHRG-110hhrg44900-1.ann,130,0,because_CHRG-110hhrg44900-1.ann_130_0,Their regulator has made clear that they are adequately capitalized.,<ARG0>Their regulator</ARG0> has made <ARG1>clear that they are adequately capitalized</ARG1>.,1,1,,1,['<ARG0>Their regulator</ARG0> has made <ARG1>clear that they are adequately capitalized</ARG1>.'],1
because,CHRG-110hhrg44900-1.ann,135,2,because_CHRG-110hhrg44900-1.ann_135_2,"Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, we have been working together to ensure the stability of the financial system, because it is in the interest of the American people that we do so.","Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while <ARG0>respecting our different authorities or responsibilities</ARG0>, <ARG1>we have been working together to ensure the stability of the financial system, because it is in the interest of the American people that we do so</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,142,0,because_CHRG-110hhrg44900-1.ann_142_0,"I look forward to discussing these ideas with you today, even as we continue our primary focus on confronting current challenges and maintaining stable, orderly financial markets.","I look forward to <ARG1>discussing these ideas with you today</ARG1>, even as <ARG0>we continue our primary focus on confronting current challenges and maintaining stable, orderly financial markets</ARG0>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,159,0,because_CHRG-110hhrg44900-1.ann_159_0,"Secretary Paulson:  When we released the Blueprint, I said that we were laying out a long-term vision that would not be implemented soon.","Secretary Paulson:  When <ARG0>we released the Blueprint</ARG0>, <ARG1>I said that we were laying out a long-term vision that would not be implemented soon</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,160,0,because_CHRG-110hhrg44900-1.ann_160_0,"Since then, the Bear Stearns episode and market turmoil more generally have placed in stark relief the outdated nature of our regulatory system and has convinced me that we must move much more quickly to update our regulatory structure and improve both market oversight and market discipline.","Since <ARG0>then</ARG0>, <ARG1>the Bear Stearns episode and market turmoil more generally have placed in stark relief the outdated nature of our regulatory system and has convinced me that we must move much more quickly to update our regulatory structure and improve both market oversight and market discipline</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,210,0,because_CHRG-110hhrg44900-1.ann_210_0,"For example, since September 2005, the Federal Reserve Bank of New York has been leading a major joint initiative by both the public and private sectors to improve arrangements for clearing and settling credit default swaps and other OTC derivatives.","For example, since <ARG0>September 2005</ARG0>, <ARG1>the Federal Reserve Bank of New York has been leading a major joint initiative by both the public and private sectors to improve arrangements for clearing and settling credit default swaps and other OTC derivatives</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,243,0,because_CHRG-110hhrg44900-1.ann_243_0,"I have to say that there are people who say, well, either you create a brand new regulator, it seems to me, which would be I think a mistake, or you give it to the Federal Reserve.","I have to say that there are people who say, well, either <ARG0>you</ARG0> create <ARG1>a brand new regulator</ARG1>, it seems to me, which would be I think a mistake, or you give it to the Federal Reserve.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,245,0,because_CHRG-110hhrg44900-1.ann_245_0,"A situation in which the Federal Reserve is available and is under pressure to provide funding, but does not have the ability to act well before that time to diminish the need for that and to oppose conditions, that is unacceptable.","A situation in which the Federal Reserve is available and is under pressure to provide funding, but does not have the ability to <ARG1>act</ARG1> well before <ARG0>that time</ARG0> <ARG1>to diminish the need for that and to oppose conditions</ARG1>, that is unacceptable.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,257,1,because_CHRG-110hhrg44900-1.ann_257_1,"I think this is an important task, and there's a great deal of agreement, that we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions in recognition in part of the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond.","I think this is an important task, and there's a great deal of agreement, that we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions in recognition in part of the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to <ARG1>respond</ARG1> when <ARG0>it doesn't have the full panoply of tools to respond</ARG0>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,276,0,because_CHRG-110hhrg44900-1.ann_276_0,"Here is the question: Working together as we have within existing authorities, with yourselves, with I hope cooperation--that you understand cooperation with us--can we get by until the end of the year?","Here is the question: Working together as we have within existing authorities, with yourselves, with I hope cooperation--that you understand cooperation with us--<ARG1>can we get by</ARG1> until <ARG0>the end of the year</ARG0>?",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,72,0,because_CHRG-110hhrg44900-1.ann_72_0,"It is important, however, that we create a system focused not on failure, but on success.","It is important, however, that <ARG0>we</ARG0> create <ARG1>a system focused not on failure, but on success</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,148,0,because_CHRG-110hhrg44900-1.ann_148_0,"These include formalizing the current informal coordination among U.S. financial regulators by amending and enhancing the Executive Order which created the President's Working Group on Financial Markets, and while retaining State level regulation of mortgage origination practices, creating a new Federal level commission, the Mortgage Origination Commission, to establish minimum standards for among other things personal conduct and disciplinary history, minimum educational requirements, testing criteria and procedures, and appropriate licensing revocation standards.","These include formalizing the current informal coordination among U.S. financial regulators by amending and enhancing the Executive Order <ARG0>which</ARG0> created <ARG1>the President's Working Group on Financial Markets</ARG1>, and while retaining State level regulation of mortgage origination practices, creating a new Federal level commission, the Mortgage Origination Commission, to establish minimum standards for among other things personal conduct and disciplinary history, minimum educational requirements, testing criteria and procedures, and appropriate licensing revocation standards.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,17,0,because_CHRG-110hhrg44900-1.ann_17_0,We will allow the answers to conclude.,<ARG0>We</ARG0> will allow <ARG1>the answers</ARG1> to <ARG1>conclude</ARG1>.,0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,75,0,because_CHRG-110hhrg44900-1.ann_75_0,"Thank you, Mr. Chairman, for holding this hearing, and thank you to our witnesses.","<ARG1>Thank you, Mr. Chairman</ARG1>, for <ARG0>holding this hearing</ARG0>, and thank you to our witnesses.",1,1,,1,"['<ARG1>Thank you, Mr. Chairman</ARG1>, for <ARG0>holding this hearing</ARG0>, and thank you to our witnesses.']",1
because,CHRG-110hhrg44900-1.ann,96,0,because_CHRG-110hhrg44900-1.ann_96_0,"To the extent that we can glean further insight from our panelists today, that would be of tremendous help, for it is true that speculators bear blame.","<ARG1>To the extent that we can glean further insight from our panelists today, that would be of tremendous help</ARG1>, for <ARG0>it is true that speculators bear blame</ARG0>.",1,1,,1,"['<ARG1>To the extent that we can glean further insight from our panelists today, that would be of tremendous help</ARG1>, for <ARG0>it is true that speculators bear blame</ARG0>.']",1
because,CHRG-110hhrg44900-1.ann,148,1,because_CHRG-110hhrg44900-1.ann_148_1,"These include formalizing the current informal coordination among U.S. financial regulators by amending and enhancing the Executive Order which created the President's Working Group on Financial Markets, and while retaining State level regulation of mortgage origination practices, creating a new Federal level commission, the Mortgage Origination Commission, to establish minimum standards for among other things personal conduct and disciplinary history, minimum educational requirements, testing criteria and procedures, and appropriate licensing revocation standards.","These include formalizing the current informal coordination among U.S. financial regulators by amending and enhancing the Executive Order which created the President's Working Group on Financial Markets, and while <ARG0>retaining State level regulation of mortgage origination practices</ARG0>, <ARG1>creating a new Federal level commission, the Mortgage Origination Commission, to establish minimum standards for among other things personal conduct and disciplinary history, minimum educational requirements, testing criteria and procedures, and appropriate licensing revocation standards</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,183,0,because_CHRG-110hhrg44900-1.ann_183_0,"Again, thank you for your leadership.","Again, <ARG1>thank you</ARG1> for <ARG0>your leadership</ARG0>.",1,1,,1,"['Again, <ARG1>thank you</ARG1> for <ARG0>your leadership</ARG0>.']",1
because,CHRG-110hhrg44900-1.ann,187,0,because_CHRG-110hhrg44900-1.ann_187_0,The financial turmoil that began last summer has impeded the ability of the financial system to perform its normal functions and has adversely affected the broader economy.,<ARG0>The financial turmoil that began last summer</ARG0> has impeded <ARG1>the ability of the financial system to perform its normal functions</ARG1> and has adversely affected the broader economy.,1,1,,1,['<ARG0>The financial turmoil that began last summer</ARG0> has impeded <ARG1>the ability of the financial system to perform its normal functions</ARG1> and has adversely affected the broader economy.'],1
because,CHRG-110hhrg44900-1.ann,201,3,because_CHRG-110hhrg44900-1.ann_201_3,"Since the near collapse of the Bear Stearns companies in March, the Federal Reserve has been working closely with the Securities and Exchange Commission, which is the functional supervisor of each of the primary dealers and the consolidated supervisor of the four large investment banks, to help ensure that those firms have the financial strength needed to withstand conditions of extreme market stress.","Since <ARG0>the near collapse of the Bear Stearns companies in March</ARG0>, <ARG1>the Federal Reserve has been working closely with the Securities and Exchange Commission, which is the functional supervisor of each of the primary dealers and the consolidated supervisor of the four large investment banks, to help ensure that those firms have the financial strength needed to withstand conditions of extreme market stress</ARG1>.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,203,0,because_CHRG-110hhrg44900-1.ann_203_0,"Cooperation between the Fed and SEC is taking place within the existing statutory framework, with the objective of addressing the near-term situation.","<ARG1>Cooperation between the Fed and SEC is taking place within the existing statutory framework</ARG1>, with the objective of <ARG0>addressing the near-term situation</ARG0>.",1,1,,1,"['<ARG1>Cooperation between the Fed and SEC is taking place within the existing statutory framework</ARG1>, with the objective of <ARG0>addressing the near-term situation</ARG0>.']",1
because,CHRG-110hhrg44900-1.ann,206,0,because_CHRG-110hhrg44900-1.ann_206_0,"Strong holding company oversight is essential, and thus in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management.","<ARG0>Strong holding company oversight is essential</ARG0>, and thus <ARG1>in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management</ARG1>.",1,1,,1,"['<ARG0>Strong holding company oversight is essential</ARG0>, and thus <ARG1>in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,206,1,because_CHRG-110hhrg44900-1.ann_206_1,"Strong holding company oversight is essential, and thus in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management.","Strong holding company oversight is essential, and thus in my view <ARG0>the Congress</ARG0> should consider requiring <ARG1>consolidated supervision of those firms</ARG1> and providing the regulator the authority to set standards for capital liquidity holdings and risk management.",1,0,,1,,0
because,CHRG-110hhrg44900-1.ann,281,0,because_CHRG-110hhrg44900-1.ann_281_0,"Secretary Paulson:  Mr. Chairman, let me respond by saying first of all, the role of the Fed as a macro stability regulator will take time to think through.","Secretary Paulson:  Mr. Chairman, let me respond by saying first of all, the role of the Fed as a macro stability regulator will take <ARG0>time</ARG0> to <ARG1>think through</ARG1>.",0,0,,1,,0
because,CHRG-110hhrg44900-1.ann,285,0,because_CHRG-110hhrg44900-1.ann_285_0,That will clearly take some time to consider and to get the legislation through.,That will clearly take <ARG0>some time</ARG0> to <ARG1>consider</ARG1> and to get the legislation through.,0,0,,1,,0
